FID,AsRecordedID,SpeciesID,Species_name
SpeciesList.4161,4161,4161,Chaetodon humeralis
SpeciesList.4162,4162,4162,Chaetodon interruptus
SpeciesList.4163,4163,4163,Chaetodon ocellatus
SpeciesList.4164,4164,4164,Chaetodon paucifasciatus
SpeciesList.4165,4165,4165,Chaetodon sedentarius
SpeciesList.4166,4166,4166,Chaetodon semilarvatus
SpeciesList.4167,4167,4167,Chaetodon striatus
SpeciesList.4168,4168,4168,Chaetodon triangulum
SpeciesList.4169,4169,4169,Chaetodon trichrous
SpeciesList.4170,4170,4170,Chaetodon xanthurus
SpeciesList.4171,4171,4171,Chaetodontoplus septentrionalis
SpeciesList.4172,4172,4172,Champsocephalus esox
SpeciesList.4173,4173,4173,Cheilinus lunulatus
SpeciesList.4174,4174,4174,Chelon labrosus
SpeciesList.4175,4175,4175,Chilomycterus antennatus
SpeciesList.4176,4176,4176,Chirolophis ascanii
SpeciesList.4177,4177,4177,Chlamys rubida
SpeciesList.4178,4178,4178,Chlorurus gibbus
SpeciesList.4179,4179,4179,Chromis abrupta
SpeciesList.4180,4180,4180,Chromis acares
SpeciesList.4181,4181,4181,Chromis alta
SpeciesList.4182,4182,4182,Chromis atrilobata
SpeciesList.4183,4183,4183,Chromis chromis
SpeciesList.4184,4184,4184,Chromis crusma
SpeciesList.4185,4185,4185,Chromis dispilus
SpeciesList.4186,4186,4186,Chromis flavaxilla
SpeciesList.4187,4187,4187,Chromis flavipectoralis
SpeciesList.4188,4188,4188,Chromis insolata
SpeciesList.4189,4189,4189,Chromis limbata
SpeciesList.4190,4190,4190,Chromis multilineata
SpeciesList.4191,4191,4191,Chromis nigrura
SpeciesList.4192,4192,4192,Chromis opercularis
SpeciesList.4193,4193,4193,Chromis pembae
SpeciesList.4194,4194,4194,Chromis punctipinnis
SpeciesList.4195,4195,4195,Chromis scotochiloptera
SpeciesList.4196,4196,4196,Chromis scotti
SpeciesList.4197,4197,4197,Chromodoris hamiltoni
SpeciesList.4198,4198,4198,Chrysiptera brownriggii
SpeciesList.4199,4199,4199,Cirrhilabrus katherinae
SpeciesList.4200,4200,4200,Cirrhilabrus solorensis
SpeciesList.4201,4201,4201,Cirrhitus rivulatus
SpeciesList.4202,4202,4202,Cirripectes springeri
SpeciesList.4203,4203,4203,Cirripectes variolosus
SpeciesList.4204,4204,4204,Citharichthys stigmaeus
SpeciesList.4205,4205,4205,Clepticus parrae
SpeciesList.4206,4206,4206,Clibanarius aequabilis
SpeciesList.4207,4207,4207,Clypeaster japonicus
SpeciesList.4208,4208,4208,Columbella adansoni
SpeciesList.4209,4209,4209,Comanthus novaezealandiae
SpeciesList.4210,4210,4210,Conus dalli
SpeciesList.4211,4211,4211,Conus gladiator
SpeciesList.4212,4212,4212,Conus pulcher
SpeciesList.4213,4213,4213,Conus purpurascens
SpeciesList.4214,4214,4214,Cookia sulcata
SpeciesList.4215,4215,4215,Coralliophila caribaea
SpeciesList.4216,4216,4216,Coralliozetus springeri
SpeciesList.4217,4217,4217,Coris centralis
SpeciesList.4218,4218,4218,Coris cuvieri
SpeciesList.4219,4219,4219,Coris hewetti
SpeciesList.4220,4220,4220,Coris julis
SpeciesList.4221,4221,4221,Coryphopterus dicrus
SpeciesList.4222,4222,4222,Coryphopterus eidolon
SpeciesList.4223,4223,4223,Coryphopterus glaucofraenum
SpeciesList.4224,4224,4224,Coryphopterus hyalinus
SpeciesList.4225,4225,4225,Coryphopterus personatus
SpeciesList.4226,4226,4226,Coryphopterus urospilus
SpeciesList.4227,4227,4227,Coscinasterias tenuispina
SpeciesList.4228,4228,4228,Cosmasterias lurida
SpeciesList.4229,4229,4229,Cosmocampus elucens
SpeciesList.4230,4230,4230,Crassadoma gigantea
SpeciesList.4231,4231,4231,Hypoplectrus indigo
SpeciesList.4232,4232,4232,Hypoplectrus nigricans
SpeciesList.4233,4233,4233,Hypoplectrus providencianus
SpeciesList.4234,4234,4234,Hypoplectrus puella
SpeciesList.4235,4235,4235,Hypoplectrus unicolor
SpeciesList.4236,4236,4236,Hypsoblennius brevipinnis
SpeciesList.4237,4237,4237,Hypsurus caryi
SpeciesList.4238,4238,4238,Hypsypops rubicundus
SpeciesList.4239,4239,4239,Inachus dorsettensis
SpeciesList.4240,4240,4240,Isocirrhitus sexfasciatus
SpeciesList.4241,4241,4241,Isostichopus badionotus
SpeciesList.4242,4242,4242,Isostichopus fuscus
SpeciesList.4243,4243,4243,Istigobius campbelli
SpeciesList.4244,4244,4244,Jenneria pustulata
SpeciesList.4245,4245,4245,Johnrandallia nigrirostris
SpeciesList.4246,4246,4246,Jordania zonope
SpeciesList.4247,4247,4247,Karalepis stewarti
SpeciesList.4248,4248,4248,Kelletia kelletii
SpeciesList.4249,4249,4249,Koumansetta hectori
SpeciesList.4250,4250,4250,Kuhlia petiti
SpeciesList.4251,4251,4251,Kyphosus analogus
SpeciesList.4252,4252,4252,Kyphosus elegans
SpeciesList.4253,4253,4253,Kyphosus incisor
SpeciesList.4254,4254,4254,Labidiaster radiosus
SpeciesList.4255,4255,4255,Labrisomus dendriticus
SpeciesList.4256,4256,4256,Labrisomus multiporosus
SpeciesList.4257,4257,4257,Labrisomus nuchipinnis
SpeciesList.4258,4258,4258,Labrisomus xanti
SpeciesList.4259,4259,4259,Labroides rubrolabiatus
SpeciesList.4260,4260,4260,Labrus bergylta
SpeciesList.4261,4261,4261,Labrus merula
SpeciesList.4262,4262,4262,Labrus mixtus
SpeciesList.4263,4263,4263,Labrus viridis
SpeciesList.4264,4264,4264,Lachnolaimus maximus
SpeciesList.4265,4265,4265,Lactophrys bicaudalis
SpeciesList.4266,4266,4266,Larabicus quadrilineatus
SpeciesList.4267,4267,4267,Leiocottus hirundo
SpeciesList.4268,4268,4268,Lepidonectes bimaculata
SpeciesList.4269,4269,4269,Lepidonectes clarkhubbsi
SpeciesList.4270,4270,4270,Lepidonectes corallicola
SpeciesList.4271,4271,4271,Leptocottus armatus
SpeciesList.4272,4272,4272,Leucozonia tuberculata
SpeciesList.4273,4273,4273,Limacia clavigera
SpeciesList.4274,4274,4274,Limaria pacifica
SpeciesList.4275,4275,4275,Linckia columbiae
SpeciesList.4276,4276,4276,Liocarcinus depurator
SpeciesList.4277,4277,4277,Liopropoma rubre
SpeciesList.4278,4278,4278,Liparis montagui
SpeciesList.4279,4279,4279,Lipophrys pholis
SpeciesList.4280,4280,4280,Lithodes santolla
SpeciesList.4281,4281,4281,Lithopoma tectum
SpeciesList.4282,4282,4282,Lopholithodes mandtii
SpeciesList.4283,4283,4283,Loxechinus albus
SpeciesList.4284,4284,4284,Loxorhynchus crispatus
SpeciesList.4285,4285,4285,Luidia foliolata
SpeciesList.4286,4286,4286,Lutjanus analis
SpeciesList.4287,4287,4287,Lutjanus apodus
SpeciesList.4288,4288,4288,Lutjanus aratus
SpeciesList.4289,4289,4289,Lutjanus argentiventris
SpeciesList.4290,4290,4290,Lutjanus colorado
SpeciesList.4291,4291,4291,Lutjanus griseus
SpeciesList.4292,4292,4292,Lutjanus guttatus
SpeciesList.4293,4293,4293,Lutjanus inermis
SpeciesList.4294,4294,4294,Lutjanus jocu
SpeciesList.4295,4295,4295,Lutjanus jordani
SpeciesList.4296,4296,4296,Lutjanus mahogoni
SpeciesList.4297,4297,4297,Lutjanus novemfasciatus
SpeciesList.4298,4298,4298,Lutjanus synagris
SpeciesList.4299,4299,4299,Lutjanus viridis
SpeciesList.4300,4300,4300,Luzonichthys whitleyi
SpeciesList.4301,4301,4301,Pseudanthias hiva
SpeciesList.4302,4302,4302,Pseudanthias olivaceus
SpeciesList.4303,4303,4303,Pseudanthias regalis
SpeciesList.4304,4304,4304,Pseudechinus magellanicus
SpeciesList.4305,4305,4305,Pseudobalistes naufragium
SpeciesList.4306,4306,4306,Pseudocentrotus depressus
SpeciesList.4307,4307,4307,Pseudocheilinus tetrataenia
SpeciesList.4308,4308,4308,Pseudochromis flavivertex
SpeciesList.4309,4309,4309,Pseudochromis fridmani
SpeciesList.4310,4310,4310,Pseudochromis olivaceus
SpeciesList.4311,4311,4311,Pseudocnus lubrica
SpeciesList.4313,4313,4313,Pseudupeneus grandisquamis
SpeciesList.4314,4314,4314,Pseudupeneus maculatus
SpeciesList.4315,4315,4315,Pteragogus aurigarius
SpeciesList.4316,4316,4316,Pteraster tesselatus
SpeciesList.4317,4317,4317,Pterocaesio randalli
SpeciesList.4318,4318,4318,Pugettia producta
SpeciesList.4319,4319,4319,Pycnopodia helianthoides
SpeciesList.4320,4320,4320,Quassiremus nothochir
SpeciesList.4321,4321,4321,Rhacochilus toxotes
SpeciesList.4322,4322,4322,Rhacochilus vacca
SpeciesList.4323,4323,4323,Rhinecanthus assasi
SpeciesList.4324,4324,4324,Rhinogobiops nicholsii
SpeciesList.4325,4325,4325,Rhinolithodes wosnessenskii
SpeciesList.4326,4326,4326,Rhinoptera steindachneri
SpeciesList.4327,4327,4327,Rypticus bicolor
SpeciesList.4328,4328,4328,Rypticus nigripinnis
SpeciesList.4329,4329,4329,Rypticus saponaceus
SpeciesList.4330,4330,4330,Sargocentron suborbitalis
SpeciesList.4331,4331,4331,Sarpa salpa
SpeciesList.4332,4332,4332,Scartella cristata
SpeciesList.4333,4333,4333,Scarus coelestinus
SpeciesList.4334,4334,4334,Scarus coeruleus
SpeciesList.4335,4335,4335,Scarus compressus
SpeciesList.4336,4336,4336,Scarus ferrugineus
SpeciesList.4337,4337,4337,Scarus fuscopurpureus
SpeciesList.4338,4338,4338,Scarus guacamaia
SpeciesList.4339,4339,4339,Scarus iseri
SpeciesList.4340,4340,4340,Scarus koputea
SpeciesList.4341,4341,4341,Scarus perrico
SpeciesList.4342,4342,4342,Scarus taeniopterus
SpeciesList.4343,4343,4343,Scarus vetula
SpeciesList.4344,4344,4344,Sciaena umbra
SpeciesList.4345,4345,4345,Scolopsis ciliata
SpeciesList.4346,4346,4346,Scomber colias
SpeciesList.4347,4347,4347,Scomberomorus regalis
SpeciesList.4348,4348,4348,Scomberomorus sierra
SpeciesList.4349,4349,4349,Scorpaena guttata
SpeciesList.4350,4350,4350,Scorpaena histrio
SpeciesList.4351,4351,4351,Scorpaena maderensis
SpeciesList.4352,4352,4352,Scorpaena mystes
SpeciesList.4353,4353,4353,Scorpaena notata
SpeciesList.4354,4354,4354,Scorpaena plumieri
SpeciesList.4355,4355,4355,Scorpaena porcus
SpeciesList.4356,4356,4356,Scorpaenichthys marmoratus
SpeciesList.4357,4357,4357,Scorpaenodes xyris
SpeciesList.4358,4358,4358,Scuticaria tigrina
SpeciesList.4359,4359,4359,Scyllarides astori
SpeciesList.4360,4360,4360,Scyllarus arctus
SpeciesList.4361,4361,4361,Scyra acutifrons
SpeciesList.4362,4362,4362,Sebastes atrovirens
SpeciesList.4363,4363,4363,Sebastes auriculatus
SpeciesList.4364,4364,4364,Sebastes carnatus
SpeciesList.4365,4365,4365,Sebastes caurinus
SpeciesList.4366,4366,4366,Sebastes chrysomelas
SpeciesList.4367,4367,4367,Sebastes flavidus
SpeciesList.4368,4368,4368,Sebastes maliger
SpeciesList.4369,4369,4369,Sebastes miniatus
SpeciesList.4371,4371,4371,Aulorhynchus flavidus
SpeciesList.4372,4372,4372,Aulostomus maculatus
SpeciesList.4373,4373,4373,Aulostomus strigosus
SpeciesList.4374,4374,4374,Austrochlamys natans
SpeciesList.4375,4375,4375,Austrolycus depressiceps
SpeciesList.4376,4376,4376,Axoclinus cocoensis
SpeciesList.4377,4377,4377,Axoclinus lucillae
SpeciesList.4378,4378,4378,Balistes capriscus
SpeciesList.4379,4379,4379,Balistes polylepis
SpeciesList.4380,4380,4380,Balistes vetula
SpeciesList.4381,4381,4381,Baptodoris mimetica
SpeciesList.4382,4382,4382,Belone belone
SpeciesList.4383,4383,4383,Benimakia fastigium
SpeciesList.4384,4384,4384,Blenniella gibbifrons
SpeciesList.4385,4385,4385,Bodianus diplotaenia
SpeciesList.4386,4386,4386,Bodianus eclancheri
SpeciesList.4387,4387,4387,Bodianus rufus
SpeciesList.4388,4388,4388,Bodianus scrofa
SpeciesList.4389,4389,4389,Boops boops
SpeciesList.4390,4390,4390,Bothus leopardinus
SpeciesList.4391,4391,4391,Bothus podas
SpeciesList.4392,4392,4392,Brachycarpus biunguiculatus
SpeciesList.4393,4393,4393,Brachyistius frenatus
SpeciesList.4394,4394,4394,Buccinum undatum
SpeciesList.4395,4395,4395,Bursa corrugata
SpeciesList.4396,4396,4396,Cadlina luteomarginata
SpeciesList.4397,4397,4397,Caesio striata
SpeciesList.4398,4398,4398,Caesio suevica
SpeciesList.4399,4399,4399,Caesio xanthonota
SpeciesList.4400,4400,4400,Calamus bajonado
SpeciesList.4401,4401,4401,Calamus brachysomus
SpeciesList.4402,4402,4402,Calamus calamus
SpeciesList.4403,4403,4403,Calamus taurinus
SpeciesList.4404,4404,4404,Calcinus tubularis
SpeciesList.4405,4405,4405,Callionymus lyra
SpeciesList.4406,4406,4406,Calotomus viridescens
SpeciesList.4407,4407,4407,Campylonotus vagans
SpeciesList.4408,4408,4408,Cancer borealis
SpeciesList.4409,4409,4409,Cancer irroratus
SpeciesList.4410,4410,4410,Cancer pagurus
SpeciesList.4411,4411,4411,Cancer productus
SpeciesList.4412,4412,4412,Cantherhines pullus
SpeciesList.4413,4413,4413,Canthidermis maculata
SpeciesList.4414,4414,4414,Canthidermis sufflamen
SpeciesList.4415,4415,4415,Canthigaster capistrata
SpeciesList.4416,4416,4416,Canthigaster punctatissima
SpeciesList.4417,4417,4417,Canthigaster rostrata
SpeciesList.4418,4418,4418,Canthigaster smithae
SpeciesList.4419,4419,4419,Carangoides bartholomaei
SpeciesList.4420,4420,4420,Carangoides ruber
SpeciesList.4421,4421,4421,Caranx caballus
SpeciesList.4422,4422,4422,Caranx caninus
SpeciesList.4423,4423,4423,Caulolatilus princeps
SpeciesList.4424,4424,4424,Centrolabrus exoletus
SpeciesList.4425,4425,4425,Centropyge multispinis
SpeciesList.4426,4426,4426,Centrostephanus coronatus
SpeciesList.4427,4427,4427,Cephalopholis cruentata
SpeciesList.4428,4428,4428,Cephalopholis fulva
SpeciesList.4429,4429,4429,Cephalopholis hemistiktos
SpeciesList.4430,4430,4430,Cephalopholis panamensis
SpeciesList.4431,4431,4431,Cephaloscyllium ventriosum
SpeciesList.4432,4432,4432,Ceratostoma foliatum
SpeciesList.4433,4433,4433,Cerithium adustum
SpeciesList.4434,4434,4434,Cerithium litteratum
SpeciesList.4435,4435,4435,Cerithium vulgatum
SpeciesList.4436,4436,4436,Chaetodipterus faber
SpeciesList.4437,4437,4437,Chaetodipterus zonatus
SpeciesList.4438,4438,4438,Chaetodon andamanensis
SpeciesList.4439,4439,4439,Chaetodon austriacus
SpeciesList.4440,4440,4440,Chaetodon capistratus
SpeciesList.4441,4441,4441,Chaetodon collare
SpeciesList.4442,4442,4442,Chaetodon falcula
SpeciesList.4443,4443,4443,Haemulon macrostomum
SpeciesList.4444,4444,4444,Haemulon maculicauda
SpeciesList.4445,4445,4445,Haemulon melanurum
SpeciesList.4446,4446,4446,Haemulon parra
SpeciesList.4447,4447,4447,Haemulon sciurus
SpeciesList.4448,4448,4448,Haemulon sexfasciatum
SpeciesList.4449,4449,4449,Haemulon steindachneri
SpeciesList.4450,4450,4450,Halichoeres adustus
SpeciesList.4451,4451,4451,Halichoeres bivittatus
SpeciesList.4452,4452,4452,Halichoeres chierchiae
SpeciesList.4453,4453,4453,Halichoeres cosmetus
SpeciesList.4454,4454,4454,Halichoeres discolor
SpeciesList.4455,4455,4455,Halichoeres dispilus
SpeciesList.4456,4456,4456,Halichoeres garnoti
SpeciesList.4457,4457,4457,Halichoeres maculipinna
SpeciesList.4458,4458,4458,Halichoeres malpelo
SpeciesList.4459,4459,4459,Halichoeres nicholsi
SpeciesList.4460,4460,4460,Halichoeres notospilus
SpeciesList.4461,4461,4461,Halichoeres ornatissimus
SpeciesList.4462,4462,4462,Halichoeres pictus
SpeciesList.4463,4463,4463,Halichoeres podostigma
SpeciesList.4464,4464,4464,Halichoeres radiatus
SpeciesList.4465,4465,4465,Halichoeres richmondi
SpeciesList.4466,4466,4466,Halichoeres salmofasciatus
SpeciesList.4467,4467,4467,Halichoeres semicinctus
SpeciesList.4468,4468,4468,Halichoeres solorensis
SpeciesList.4469,4469,4469,Halichoeres tenuispinis
SpeciesList.4470,4470,4470,Halichoeres timorensis
SpeciesList.4471,4471,4471,Haliotis kamtschatkana
SpeciesList.4472,4472,4472,Haliotis tuberculata
SpeciesList.4473,4473,4473,Heliaster cumingi
SpeciesList.4474,4474,4474,Hemiramphus depauperatus
SpeciesList.4475,4475,4475,Hemiramphus saltator
SpeciesList.4476,4476,4476,Hemitaurichthys zoster
SpeciesList.4477,4477,4477,Heniochus intermedius
SpeciesList.4478,4478,4478,Heniochus pleurotaenia
SpeciesList.4479,4479,4479,Henricia leviuscula
SpeciesList.4480,4480,4480,Henricia sanguinolenta
SpeciesList.4481,4481,4481,Herbstia parvifrons
SpeciesList.4482,4482,4482,Hermissenda crassicornis
SpeciesList.4483,4483,4483,Hesperocidaris asteriscus
SpeciesList.4484,4484,4484,Heterocentrotus trigonarius
SpeciesList.4485,4485,4485,Heteroconger klausewitzi
SpeciesList.4486,4486,4486,Heterodontus francisci
SpeciesList.4487,4487,4487,Heterodontus quoyi
SpeciesList.4488,4488,4488,Heterostichus rostratus
SpeciesList.4489,4489,4489,Hexagrammos decagrammus
SpeciesList.4490,4490,4490,Hexagrammos stelleri
SpeciesList.4491,4491,4491,Hexaplex princeps
SpeciesList.4492,4492,4492,Hexaplex trunculus
SpeciesList.4493,4493,4493,Hippasteria spinosa
SpeciesList.4494,4494,4494,Hippocampus ingens
SpeciesList.4495,4495,4495,Hipposcarus harid
SpeciesList.4496,4496,4496,Holacanthus bermudensis
SpeciesList.4497,4497,4497,Holacanthus ciliaris
SpeciesList.4498,4498,4498,Holacanthus passer
SpeciesList.4499,4499,4499,Holacanthus tricolor
SpeciesList.4500,4500,4500,Holocentrus adscensionis
SpeciesList.4501,4501,4501,Holocentrus rufus
SpeciesList.4502,4502,4502,Homarus americanus
SpeciesList.4503,4503,4503,Homarus gammarus
SpeciesList.4504,4504,4504,Hoplopagrus guentherii
SpeciesList.4505,4505,4505,Hyas araneus
SpeciesList.4506,4506,4506,Hyas coarctatus
SpeciesList.4507,4507,4507,Hypoplectrus gemma
SpeciesList.4508,4508,4508,Hypoplectrus guttavarius
SpeciesList.4509,4509,4509,Parapercis schauinslandii
SpeciesList.4510,4510,4510,Parasalenia gratiosa
SpeciesList.4511,4511,4511,Pareques perissa
SpeciesList.4512,4512,4512,Pareques viola
SpeciesList.4513,4513,4513,Parupeneus forsskali
SpeciesList.4514,4514,4514,Parupeneus insularis
SpeciesList.4515,4515,4515,Patagonotothen brevicauda
SpeciesList.4516,4516,4516,Patagonotothen cornucola
SpeciesList.4517,4517,4517,Patagonotothen longipes
SpeciesList.4518,4518,4518,Patagonotothen tessellata
SpeciesList.4519,4519,4519,Patella aspera
SpeciesList.4520,4520,4520,Patella candei
SpeciesList.4521,4521,4521,Patiria miniata
SpeciesList.4522,4522,4522,Pecten maximus
SpeciesList.4523,4523,4523,Peltarion spinulosum
SpeciesList.4524,4524,4524,Peltodoris atromaculata
SpeciesList.4525,4525,4525,Pempheris adusta
SpeciesList.4526,4526,4526,Pempheris mangula
SpeciesList.4527,4527,4527,Pempheris schomburgkii
SpeciesList.4528,4528,4528,Pempheris vanicolensis
SpeciesList.4529,4529,4529,Pentaceraster cumingi
SpeciesList.4530,4530,4530,Pentapodus trivittatus
SpeciesList.4531,4531,4531,Percnon gibbesi
SpeciesList.4532,4532,4532,Petrolisthes edwardsii
SpeciesList.4533,4533,4533,Phanerodon atripes
SpeciesList.4534,4534,4534,Pharia pyramidata
SpeciesList.4535,4535,4535,Phataria unifascialis
SpeciesList.4536,4536,4536,Phidiana hiltoni
SpeciesList.4537,4537,4537,Phimochirus californiensis
SpeciesList.4538,4538,4538,Pholis gunnellus
SpeciesList.4539,4539,4539,Pholis laeta
SpeciesList.4540,4540,4540,Phyllidia carlsonhoffi
SpeciesList.4541,4541,4541,Phyllidiella zeylanica
SpeciesList.4542,4542,4542,Pilumnus spinifer
SpeciesList.4543,4543,4543,Pinctada mazatlanica
SpeciesList.4544,4544,4544,Pinna nobilis
SpeciesList.4545,4545,4545,Pinna rudis
SpeciesList.4546,4546,4546,Pisaster brevispinus
SpeciesList.4547,4547,4547,Pisaster giganteus
SpeciesList.4548,4548,4548,Pisaster ochraceus
SpeciesList.4549,4549,4549,Plagiotremus azaleus
SpeciesList.4550,4550,4550,Plagiotremus phenax
SpeciesList.4551,4551,4551,Plagiotremus townsendi
SpeciesList.4552,4552,4552,Platyactaea dovii
SpeciesList.4553,4553,4553,Plectropomus pessuliferus
SpeciesList.4554,4554,4554,Pleuronichthys coenosus
SpeciesList.4555,4555,4555,Pleuroploca princeps
SpeciesList.4556,4556,4556,Pollachius pollachius
SpeciesList.4557,4557,4557,Polycera faeroensis
SpeciesList.4558,4558,4558,Pomacanthus arcuatus
SpeciesList.4559,4559,4559,Pomacanthus paru
SpeciesList.4560,4560,4560,Pomacanthus zonipectus
SpeciesList.4561,4561,4561,Pomacentrus callainus
SpeciesList.4562,4562,4562,Pomacentrus indicus
SpeciesList.4563,4563,4563,Pomacentrus spilotoceps
SpeciesList.4564,4564,4564,Pomacentrus sulfureus
SpeciesList.4565,4565,4565,Pomadasys incisus
SpeciesList.4566,4566,4566,Pomatoschistus minutus
SpeciesList.4567,4567,4567,Prionurus laticlavius
SpeciesList.4568,4568,4568,Prionurus punctatus
SpeciesList.4569,4569,4569,Prognathodes aculeatus
SpeciesList.4570,4570,4570,Prognathodes falcifer
SpeciesList.4571,4571,4571,Abudefduf concolor
SpeciesList.4572,4572,4572,Abudefduf conformis
SpeciesList.4573,4573,4573,Abudefduf luridus
SpeciesList.4574,4574,4574,Abudefduf notatus
SpeciesList.4575,4575,4575,Abudefduf saxatilis
SpeciesList.4576,4576,4576,Abudefduf troschelii
SpeciesList.4577,4577,4577,Acanthemblemaria aspera
SpeciesList.4578,4578,4578,Acanthemblemaria atrata
SpeciesList.4579,4579,4579,Acanthemblemaria balanorum
SpeciesList.4580,4580,4580,Acanthemblemaria crockeri
SpeciesList.4581,4581,4581,Acanthemblemaria exilispinus
SpeciesList.4582,4582,4582,Acanthemblemaria hancocki
SpeciesList.4583,4583,4583,Acanthemblemaria spinosa
SpeciesList.4584,4584,4584,Acanthostracion polygonius
SpeciesList.4585,4585,4585,Acanthurus achilles
SpeciesList.4586,4586,4586,Acanthurus bahianus
SpeciesList.4587,4587,4587,Acanthurus chirurgus
SpeciesList.4588,4588,4588,Acanthurus coeruleus
SpeciesList.4589,4589,4589,Acanthurus gahhm
SpeciesList.4590,4590,4590,Acanthurus leucopareius
SpeciesList.4591,4591,4591,Acanthurus leucosternon
SpeciesList.4592,4592,4592,Acanthurus reversus
SpeciesList.4593,4593,4593,Acanthurus sohal
SpeciesList.4594,4594,4594,Acmaea mitra
SpeciesList.4595,4595,4595,Adelomelon ancilla
SpeciesList.4596,4596,4596,Aequipecten opercularis
SpeciesList.4597,4597,4597,Alloclinus holderi
SpeciesList.4598,4598,4598,Alphestes immaculatus
SpeciesList.4599,4599,4599,Alphestes multiguttatus
SpeciesList.4600,4600,4600,Amblyeleotris katherine
SpeciesList.4601,4601,4601,Amblyglyphidodon flavilatus
SpeciesList.4602,4602,4602,Amblyglyphidodon indicus
SpeciesList.4603,4603,4603,Amblyglyphidodon melanopterus
SpeciesList.4604,4604,4604,Ammodytes tobianus
SpeciesList.4605,4605,4605,Amphiprion akallopisos
SpeciesList.4606,4606,4606,Amphiprion bicinctus
SpeciesList.4607,4607,4607,Amphiprion ephippium
SpeciesList.4608,4608,4608,Anarrhichthys ocellatus
SpeciesList.4609,4609,4609,Anasterias antarctica
SpeciesList.4610,4610,4610,Ancula gibbosa
SpeciesList.4611,4611,4611,Aniculus elegans
SpeciesList.4612,4612,4612,Anisotremus caesius
SpeciesList.4613,4613,4613,Anisotremus interruptus
SpeciesList.4614,4614,4614,Anisotremus scapularis
SpeciesList.4615,4615,4615,Anisotremus surinamensis
SpeciesList.4616,4616,4616,Anisotremus taeniatus
SpeciesList.4617,4617,4617,Anisotremus virginicus
SpeciesList.4618,4618,4618,Antedon bifida
SpeciesList.4619,4619,4619,Antedon mediterranea
SpeciesList.4620,4620,4620,Aphelodoris luctuosa
SpeciesList.4621,4621,4621,Aplysia californica
SpeciesList.4622,4622,4622,Aplysia depilans
SpeciesList.4623,4623,4623,Apogon atradorsatus
SpeciesList.4624,4624,4624,Apogon atricaudus
SpeciesList.4626,4626,4626,Apogon dovii
SpeciesList.4627,4627,4627,Apogon maculatus
SpeciesList.4628,4628,4628,Apogon notatus
SpeciesList.4629,4629,4629,Apogon pacificus
SpeciesList.4630,4630,4630,Apogon retrosella
SpeciesList.4631,4631,4631,Apogon townsendi
SpeciesList.4632,4632,4632,Arbacia dufresnii
SpeciesList.4633,4633,4633,Arbacia lixula
SpeciesList.4634,4634,4634,Arothron diadematus
SpeciesList.4635,4635,4635,Artedius corallinus
SpeciesList.4636,4636,4636,Artedius harringtoni
SpeciesList.4637,4637,4637,Asterias forbesi
SpeciesList.4638,4638,4638,Astralium haematragum
SpeciesList.4639,4639,4639,Astropecten armatus
SpeciesList.4640,4640,4640,Astropyga pulvinata
SpeciesList.4641,4641,4641,Enneapterygius rhabdotus
SpeciesList.4642,4642,4642,Enoplometopus antillensis
SpeciesList.4643,4643,4643,Entelurus aequoreus
SpeciesList.4644,4644,4644,Epinephelus adscensionis
SpeciesList.4645,4645,4645,Epinephelus analogus
SpeciesList.4646,4646,4646,Epinephelus costae
SpeciesList.4647,4647,4647,Epinephelus irroratus
SpeciesList.4648,4648,4648,Epinephelus itajara
SpeciesList.4649,4649,4649,Epinephelus labriformis
SpeciesList.4650,4650,4650,Epinephelus longispinis
SpeciesList.4651,4651,4651,Epinephelus marginatus
SpeciesList.4652,4652,4652,Epinephelus morio
SpeciesList.4653,4653,4653,Epinephelus striatus
SpeciesList.4654,4654,4654,Equetus punctatus
SpeciesList.4655,4655,4655,Eucidaris galapagensis
SpeciesList.4656,4656,4656,Eucidaris thouarsii
SpeciesList.4657,4657,4657,Eucidaris tribuloides
SpeciesList.4658,4658,4658,Eupentacta quinquesemita
SpeciesList.4659,4659,4659,Eurypodius latreillii
SpeciesList.4660,4660,4660,Euthynnus lineatus
SpeciesList.4661,4661,4661,Evasterias troscheli
SpeciesList.4662,4662,4662,Eviota natalis
SpeciesList.4663,4663,4663,Fasciolaria lignaria
SpeciesList.4664,4664,4664,Fissurella oriens
SpeciesList.4665,4665,4665,Fistularia tabacaria
SpeciesList.4666,4666,4666,Flabellina iodinea
SpeciesList.4667,4667,4667,Flabellina ischitana
SpeciesList.4668,4668,4668,Flabellina trophina
SpeciesList.4669,4669,4669,Florometra magellanica
SpeciesList.4671,4671,4671,Forsterygion malcolmi
SpeciesList.4672,4672,4672,Fusitriton oregonensis
SpeciesList.4673,4673,4673,Galathea dispersa
SpeciesList.4674,4674,4674,Galathea nexa
SpeciesList.4675,4675,4675,Galathea strigosa
SpeciesList.4676,4676,4676,Gasterosteus aculeatus
SpeciesList.4677,4677,4677,Genicanthus caudovittatus
SpeciesList.4678,4678,4678,Gibbonsia elegans
SpeciesList.4679,4679,4679,Ginglymostoma cirratum
SpeciesList.4680,4680,4680,Girella nigricans
SpeciesList.4681,4681,4681,Gnatholepis thompsoni
SpeciesList.4682,4682,4682,Gobius bucchichi
SpeciesList.4683,4683,4683,Gobius cruentatus
SpeciesList.4684,4684,4684,Gobius fallax
SpeciesList.4685,4685,4685,Gobius niger
