SurveyID,SurveyDate
912341789,2012-02-26
912341790,2012-02-26
912341791,2012-03-03
912341792,2012-03-03
912341793,2012-02-27
912341794,2012-02-27
912341795,2012-02-28
912341796,2012-02-28
912341797,2012-02-28
912341798,2012-02-28
912341799,2012-02-29
912341800,2012-02-29
912341801,2012-02-29
912341802,2012-02-29
912341803,2012-03-01
912341804,2012-03-01
912341805,2012-03-01
912341806,2012-03-02
912341807,2012-03-02
912341808,2012-03-02
912341809,2012-03-02
912341810,2012-03-02
912341811,2012-03-25
912341812,2012-03-25
912341813,2012-03-25
912341814,2012-03-25
912341815,2012-03-25
912341816,2012-03-26
912341817,2012-05-03
912341818,2012-05-03
912341819,2012-05-03
912341820,2012-05-03
912341821,2012-05-03
912341822,2012-05-03
912341823,2012-05-04
912341824,2012-05-04
912341825,2012-05-04
912341826,2012-05-05
912341827,2012-05-05
912341828,2010-04-21
912341829,2012-05-17
912341830,2010-04-21
912341831,2012-05-14
912341832,2012-05-14
912341833,2010-04-23
912341834,2012-05-16
912341835,2012-05-16
912341836,2010-04-23
912341837,2012-05-08
912341838,2012-05-09
912341839,2012-05-09
912341840,2012-05-10
912341841,2012-05-10
912341842,2012-05-11
912341843,2012-05-11
912341844,2012-05-12
912341845,2012-05-12
912341846,2012-05-16
912341847,2012-05-24
912341848,2012-05-24
912341849,2012-05-24
912341850,2012-05-25
912341851,2012-05-25
912341852,2012-05-25
912341853,2012-05-25
912341854,2012-05-25
912341855,2012-05-25
912341856,2012-05-25
912341857,2012-05-28
912341858,2012-05-28
912341859,2012-05-28
912341860,2012-05-30
912341861,2012-05-30
912341862,2012-05-30
912341863,2012-04-10
912341864,2012-04-10
912341865,2012-04-15
912341866,2012-04-17
912341867,2012-04-17
912341868,2012-04-17
912341869,2012-04-17
912341870,2012-04-16
912341871,2012-04-11
912341872,2012-04-11
912341873,2012-04-11
912341874,2012-04-11
912341875,2012-04-12
912341876,2012-04-12
912341877,2012-04-12
912341878,2012-04-12
912341879,2012-04-15
912341880,2012-04-15
912341881,2012-04-15
912341882,2012-04-15
912341894,2012-04-01
912341895,2012-04-01
912341896,2012-04-02
912341897,2012-04-04
912341898,2012-04-05
912341899,2012-04-21
912341900,2012-04-21
912341901,2012-04-21
912341902,2012-04-21
912341903,2012-04-23
912341904,2012-04-22
912341905,2012-04-22
912341906,2012-04-22
912341907,2012-04-23
912341908,2012-04-23
912341909,2012-04-24
912341910,2012-04-24
912341911,2012-04-24
912341912,2012-04-25
912341913,2012-04-25
912341914,2012-04-25
912341915,2012-05-19
912341916,2012-05-19
912341917,2012-05-19
912341918,2012-05-20
912341919,2012-05-20
912341920,2012-05-20
912341921,2012-05-21
912341922,2012-05-21
912341923,2012-08-22
912341924,2012-02-07
912341925,2012-02-07
912341926,2012-02-07
912341927,2012-02-07
912341928,2012-02-07
912341929,2012-02-07
912341930,2012-02-08
912341931,2012-02-08
912341932,2012-02-08
912341933,2012-02-08
912341934,2012-02-08
912341935,2012-02-08
912341936,2012-02-09
912341937,2012-02-09
912341938,2012-02-10
912341939,2012-02-10
912341940,2012-02-10
912341941,2012-02-11
912341942,2012-02-11
912341943,2012-02-11
912341944,2012-02-11
912341945,2012-02-11
912341946,2012-02-11
912341947,2012-02-11
912341948,2012-02-12
912341949,2012-02-12
912341950,2012-02-12
912341951,2012-02-12
912341952,2012-02-10
912341953,2012-02-10
912341954,2012-02-09
912341955,2012-02-08
912341956,2012-02-07
912341957,2012-02-08
912341958,2012-02-11
912341959,2012-02-11
912341960,2012-02-09
912341961,2012-02-10
912341962,2012-02-11
912341963,2011-03-18
912341964,2008-12-24
912341965,2008-12-25
912341966,2012-09-18
912341967,2012-09-19
912341968,2012-09-20
912341969,2012-09-21
912341970,2012-09-22
912342031,2011-08-14
912342032,2011-08-14
912342033,2011-08-14
912342034,2011-08-13
912342035,2011-08-12
912342036,2012-01-14
912342037,2012-01-14
912342038,2012-01-14
912342039,2012-01-14
912342040,2012-01-14
912342041,2012-01-14
912342042,2012-01-14
912342043,2012-01-14
912342044,2012-01-14
912342045,2012-01-14
912342046,2012-01-07
912342047,2012-01-07
912342048,2012-01-07
912342049,2012-01-07
912342050,2012-02-12
912342051,2012-02-12
912342052,2012-02-11
912342053,2012-02-24
912342054,2012-02-24
912342055,2012-03-03
912342056,2012-03-03
912342057,2012-03-03
912342058,2012-03-03
912342059,2012-03-16
912342060,2012-03-24
912342061,2012-03-24
912342062,2012-03-24
912342063,2012-03-23
912342064,2012-03-23
912342065,2012-03-23
912342066,2012-03-24
912342067,2012-03-22
912342068,2012-03-22
912342069,2012-03-24
912342070,2012-03-27
912342071,2012-03-25
912342072,2012-03-25
912342073,2012-03-25
912342074,2012-03-25
912342075,2012-03-25
912342076,2012-03-26
912342077,2012-04-05
912342078,2012-04-05
912342079,2012-01-22
912342080,2012-04-29
912342081,2012-04-29
912342082,2012-04-29
912342083,2012-04-29
912342084,2012-01-22
912342085,2012-01-22
912342086,2012-04-29
912342087,2012-04-28
912342088,2012-04-28
912342089,2012-04-29
912342090,2012-04-29
912342091,2010-09-10
912342092,2010-04-20
912342093,2010-04-21
912342094,2010-09-15
912342095,2010-04-16
912342096,2012-03-25
912342097,2012-03-29
912342098,2012-03-29
912342099,2012-04-07
912342100,2012-04-05
912342101,2012-04-07
912342102,2012-04-03
912342103,2012-04-03
912342104,2012-04-03
912342105,2012-04-03
912342106,2012-04-03
912342107,2012-04-05
912342108,2012-04-05
912342109,2012-04-06
912342110,2012-04-06
912342111,2012-03-25
912342112,2012-03-25
912342113,2012-03-25
912342114,2012-03-26
912342115,2012-03-26
912342116,2012-03-28
912342117,2012-03-28
912342118,2012-05-13
912342119,2012-05-13
912342120,2012-05-14
912342121,2012-05-14
912342122,2012-05-15
912342123,2012-05-21
912342124,2012-05-24
912342125,2012-05-24
912342126,2012-05-31
912342127,2012-05-31
912342128,2012-06-01
912342129,2012-06-05
912342130,2012-06-04
912342131,2012-06-08
912342132,2012-06-08
912342133,2012-06-09
912342134,2012-06-10
912342135,2012-06-10
912342136,2012-06-12
912342137,2012-06-12
912342138,2012-06-12
912342139,2012-06-17
912342140,2012-06-17
912342141,2012-06-19
912342142,2012-06-20
912342143,2012-06-21
912342144,2012-06-27
912342145,2012-06-27
912342146,2012-06-28
912342147,2012-06-29
912342148,2012-06-29
912342149,2012-06-30
912342150,2012-07-01
912342151,2012-07-02
912342152,2012-07-04
912342153,2012-07-05
912342154,2012-07-05
912342155,2012-07-08
912342156,2012-07-09
912342157,2012-05-01
912342158,2012-04-30
912342159,2012-05-03
912342160,2012-05-01
912342161,2012-05-02
912342162,2012-05-03
912342163,2012-05-08
912342164,2012-05-10
912342165,2012-05-08
912342166,2012-05-09
912342167,2012-05-21
912342168,2012-05-12
912342169,2012-03-08
912342170,2012-03-12
912342171,2012-03-12
912342172,2012-03-12
912342173,2012-02-19
912342174,2012-02-19
912342175,2012-02-19
912342176,2012-02-20
912342177,2012-02-20
912342178,2012-02-20
912342179,2012-02-20
912342180,2012-02-19
912342181,2012-02-19
912342182,2012-02-21
912342183,2012-02-21
912342184,2012-02-19
912342185,2012-04-16
912342186,2012-04-16
912342187,2012-04-17
912342188,2012-04-21
912342189,2012-04-19
912342190,2012-04-20
912342191,2012-04-21
912342192,2012-02-13
912342194,2012-09-11
912342195,2012-07-27
912342196,2012-07-28
912342197,2012-08-05
912342198,2012-08-30
912342199,2012-09-23
912342200,2012-09-23
912342201,2012-09-23
912342202,2012-08-26
912342203,2012-08-26
912342204,2012-08-27
912342205,2011-12-13
912342206,2011-12-13
912342207,2011-12-13
912342208,2011-12-13
912342209,2011-12-13
912342210,2011-12-14
912342211,2011-12-14
912342212,2011-12-15
912342213,2011-12-15
912342214,2011-12-15
912342215,2011-12-15
912342216,2011-12-15
912342217,2011-12-15
912342218,2011-12-15
912342219,2011-12-16
912342220,2011-12-16
912342221,2011-12-16
912342222,2011-12-16
912342223,2011-12-12
912342224,2011-12-12
912342225,2012-09-28
912342226,2012-09-30
912342227,2012-09-30
912342228,2012-09-30
912342229,2012-09-30
912342230,2012-09-09
912342231,2012-09-09
912342232,2012-09-09
912342233,2012-09-11
912342234,2012-09-11
912342235,2012-09-12
912342236,2012-09-12
912342237,2012-09-12
912342238,2012-09-12
912342239,2012-09-09
912342240,2012-09-09
912342241,2012-09-09
912342242,2012-09-11
912342243,2012-09-11
912342244,2012-09-11
912342245,2012-09-11
912342266,2012-10-23
912342267,2012-10-23
912342268,2012-10-23
912342269,2012-10-23
912342270,2012-10-24
912342271,2012-10-25
912342272,2012-10-25
912342273,2012-10-26
912342274,2012-10-27
912342275,2012-10-27
912342276,2012-10-28
912342277,2012-10-28
912342278,2012-10-24
912342279,2012-10-25
912342280,2012-10-25
912342281,2012-10-27
912342282,2012-10-26
912342283,2012-10-27
912342284,2012-10-28
912342285,2012-10-28
912342347,2012-10-20
912342348,2012-10-20
912342351,2012-10-20
912342373,2012-06-05
912342374,2012-06-04
912342375,2012-06-08
912342376,2012-06-10
912342377,2012-06-12
912342378,2012-06-12
912342379,2011-10-26
912342380,2011-10-26
912342381,2011-10-30
912342382,2011-10-29
912342383,2011-10-30
912342384,2011-10-27
912342385,2011-10-29
912342386,2011-09-24
912342387,2011-11-06
912342388,2011-10-28
912342389,2013-01-09
912342390,2013-01-10
912342391,2013-01-10
912342392,2013-01-10
912342393,2013-01-09
912342394,2013-01-10
912342395,2013-01-10
912342396,2013-01-10
912342397,2013-01-09
912342398,2013-01-10
912342399,2013-01-10
912342400,2012-12-29
912342401,2012-12-29
912342402,2012-12-30
912342403,2012-12-30
912342404,2012-12-30
912342405,2012-12-30
912342406,2012-12-30
912342407,2012-12-30
912342408,2012-12-31
912342409,2012-12-31
912342410,2012-12-31
912342411,2013-01-01
912342412,2013-01-01
912342413,2013-01-01
912342414,2013-01-01
912342415,2012-12-29
912342416,2012-12-30
912342417,2012-12-30
912342418,2012-12-31
912342419,2012-12-31
912342420,2012-12-31
912342421,2013-01-01
912342422,2013-01-01
912342423,2013-01-01
912342424,2013-01-01
912342425,2012-12-31
912342426,2013-01-01
912342427,2013-01-01
912342428,2013-01-01
912342429,2013-01-15
912342430,2013-01-15
912342431,2013-01-15
912342432,2013-01-15
912342433,2013-01-15
912342434,2013-01-15
912342435,2013-01-15
912342436,2013-01-15
912342437,2013-01-16
912342438,2013-01-16
912342439,2013-01-16
912342440,2013-01-16
912342441,2013-01-16
912342442,2013-01-16
912342443,2013-01-16
912342444,2013-01-16
912342445,2013-01-17
912342446,2013-01-17
912342447,2013-01-17
912342448,2013-01-17
912342449,2013-01-17
912342450,2013-01-17
912342451,2013-01-17
912342452,2013-01-17
912342453,2013-01-18
912342454,2013-01-18
912342455,2013-01-18
912342456,2013-01-18
912342457,2013-01-18
912342458,2013-01-18
912342459,2013-01-18
912342460,2013-01-18
912342461,2013-01-15
912342462,2013-01-15
912342463,2013-01-15
912342464,2013-01-15
912342465,2013-01-15
912342466,2013-01-15
912342467,2013-01-15
912342468,2013-01-15
912342469,2013-01-16
912342470,2013-01-16
912342471,2013-01-16
912342472,2013-01-16
912342473,2013-01-16
912342474,2013-01-16
912342475,2013-01-16
912342476,2013-01-16
912342477,2013-01-16
912342478,2013-01-16
912342479,2013-01-17
912342480,2013-01-17
912342481,2013-01-17
912342482,2013-01-17
912342483,2013-01-17
912342484,2013-01-17
912342485,2013-01-17
912342486,2013-01-17
912342487,2013-01-18
912342488,2013-01-18
912342489,2013-01-18
912342490,2013-01-18
912342491,2013-01-18
912342492,2013-01-18
912342493,2013-01-18
912342494,2013-01-18
912342495,2012-09-29
912342496,2012-09-29
912342497,2012-10-05
912342498,2012-10-05
912342499,2012-10-06
912342500,2012-10-06
912342501,2012-10-28
912342502,2012-11-08
912342503,2012-11-09
912342504,2012-12-07
912342505,2012-12-09
912342506,2012-12-24
912342507,2012-12-25
912342508,2013-01-04
912342509,2013-01-04
912342510,2013-01-13
912342511,2012-10-27
912342512,2012-11-04
912342513,2012-06-02
912342514,2012-06-02
912342515,2012-06-22
912342516,2012-06-23
912342517,2012-06-24
912342518,2012-06-24
912342519,2012-07-13
912342520,2012-07-14
912342521,2012-07-20
912342522,2012-07-21
912342523,2012-07-28
912342524,2012-02-11
912342525,2012-02-11
912342526,2013-02-19
912342527,2012-02-22
912342528,2013-02-16
912342529,2013-02-16
912342530,2013-02-16
912342531,2013-02-16
912342532,2013-02-21
912342533,2013-02-21
912342534,2012-02-11
912342535,2012-02-11
912342536,2013-03-29
912342537,2013-03-29
912342538,2013-03-29
912342539,2013-03-29
912342540,2013-03-29
912342541,2013-03-29
912342542,2013-03-29
912342543,2013-03-29
912342544,2013-03-29
912342545,2013-03-29
912342546,2013-03-29
912342547,2013-03-29
912342548,2013-03-29
912342549,2013-03-29
912342550,2013-03-29
912342551,2013-03-29
912342552,2013-03-26
912342553,2013-03-26
912342554,2013-03-26
912342555,2013-03-26
912342556,2013-03-26
912342557,2013-03-26
912342558,2013-03-26
912342559,2013-03-26
912342560,2013-03-28
912342561,2013-03-28
912342562,2013-03-28
912342563,2013-03-28
912342564,2013-03-28
912342565,2013-03-28
912342566,2013-03-28
912342567,2013-03-28
912342568,2013-03-28
912342569,2013-03-28
912342570,2013-03-28
912342571,2013-03-28
912342572,2013-03-28
912342573,2013-03-28
912342574,2013-03-28
912342575,2013-03-28
912342576,2013-03-27
912342577,2013-03-27
912342578,2013-03-27
912342579,2013-03-27
912342580,2013-03-27
912342581,2013-03-27
912342582,2013-03-27
912342583,2013-03-27
912342584,2013-03-27
912342585,2013-03-27
912342586,2013-03-27
912342587,2013-03-27
912342588,2013-03-26
912342589,2013-03-26
912342590,2013-03-26
912342591,2013-03-26
912342592,2013-03-26
912342593,2013-03-26
912342594,2013-03-26
912342595,2013-03-26
912342596,2013-04-01
912342597,2013-04-01
912342598,2013-04-01
912342599,2013-04-01
912342600,2013-04-01
912342601,2013-04-01
912342602,2013-04-01
912342603,2013-04-01
912342604,2013-02-15
912342605,2013-02-15
912342606,2013-02-15
912342607,2013-02-16
912342608,2013-02-16
912342609,2013-02-16
912342610,2013-02-16
912342611,2013-02-16
912342612,2013-02-16
912342613,2013-02-16
912342614,2013-02-16
912342615,2013-02-16
912342616,2013-02-16
912342617,2013-02-16
912342618,2013-02-16
912342619,2013-02-17
912342620,2013-02-17
912342621,2013-02-17
912342622,2013-02-17
912342623,2013-02-17
912342624,2013-02-17
912342625,2013-02-17
912342626,2013-02-17
912342627,2013-02-18
912342628,2013-02-18
912342629,2013-02-18
912342630,2013-02-18
912342631,2013-02-18
912342632,2013-02-18
912342633,2013-02-18
912342634,2013-02-18
912342635,2013-02-19
912342636,2013-02-19
912342637,2013-02-19
912342638,2013-02-19
912342639,2013-02-19
912342640,2013-02-19
912342641,2013-02-19
912342642,2013-02-19
912342643,2013-02-19
912342644,2013-02-19
912342645,2013-02-19
912342646,2013-02-19
912342647,2013-02-20
912342648,2013-02-20
912342649,2013-02-20
912342650,2013-02-20
912342651,2013-02-20
912342652,2013-02-20
912342653,2013-02-20
912342654,2013-02-20
912342655,2013-02-21
912342656,2013-02-21
912342657,2013-02-21
912342658,2013-02-21
912342659,2013-02-21
912342660,2013-02-21
912342661,2013-02-21
912342662,2013-02-21
912342663,2013-02-21
912342664,2013-02-21
912342665,2013-02-23
912342666,2013-02-23
912342667,2013-02-27
912342668,2013-02-27
912342669,2013-02-27
912342670,2013-02-27
912342671,2013-02-24
912342672,2013-02-24
912342673,2013-02-24
912342674,2013-02-24
912342675,2013-02-24
912342676,2013-02-24
912342677,2013-02-24
912342678,2013-02-24
912342679,2013-02-22
912342680,2013-02-22
912342681,2013-02-23
912342682,2013-02-23
912342683,2013-02-23
912342684,2013-02-23
912342685,2013-02-25
912342686,2013-02-25
912342687,2013-02-25
912342688,2013-02-25
912342689,2013-02-25
912342690,2013-02-25
912342691,2013-02-25
912342692,2013-02-25
912342693,2013-02-26
912342694,2013-02-26
912342695,2013-02-26
912342696,2013-02-26
912342697,2013-02-26
912342698,2013-02-26
912342699,2013-02-26
912342700,2013-02-26
912342701,2013-03-02
912342702,2013-03-02
912342703,2013-03-03
912342704,2013-03-03
912342705,2013-03-04
912342706,2013-03-04
912342707,2013-03-04
912342708,2013-03-04
912342709,2013-03-05
912342710,2013-03-05
912342711,2013-03-05
912342712,2013-03-05
912342713,2013-03-05
912342714,2013-03-05
912342715,2013-03-05
912342716,2013-03-05
912342717,2013-03-06
912342718,2013-03-06
912342719,2013-03-06
912342720,2013-03-06
912342721,2013-03-07
912342722,2013-03-07
912342723,2013-03-07
912342724,2013-03-07
912342725,2012-09-30
912342726,2012-09-30
912342727,2012-09-30
912342728,2012-09-30
912342729,2012-09-30
912342730,2012-09-30
912342731,2012-10-01
912342732,2012-10-01
912342733,2012-10-01
912342734,2012-10-01
912342735,2012-10-02
912342736,2012-10-02
912342737,2012-10-02
912342738,2012-10-02
912342739,2012-10-03
912342740,2012-10-03
912342741,2012-10-03
912342742,2012-10-03
912342743,2012-10-05
912342744,2012-10-05
912342745,2012-10-05
912342746,2012-10-05
912342747,2012-10-06
912342748,2012-10-06
912342749,2012-10-06
912342750,2012-10-06
912342751,2012-10-07
912342752,2012-10-07
912342753,2012-10-07
912342754,2012-10-10
912342755,2012-10-10
912342756,2012-10-10
912342757,2012-10-10
912342758,2012-10-10
912342759,2012-10-11
912342760,2012-10-11
912342761,2012-10-12
912342762,2012-10-12
912342763,2012-10-12
912342764,2012-10-12
912342765,2012-10-12
912342767,2012-10-12
912342768,2012-10-12
912342769,2012-10-12
912342770,2012-10-12
912342771,2012-10-12
912342772,2012-10-16
912342773,2012-10-16
912342774,2012-10-16
912342775,2012-10-16
912342776,2012-10-16
912342777,2012-10-16
912342778,2012-10-17
912342779,2012-10-17
912342780,2012-10-17
912342781,2012-10-19
912342782,2012-10-19
912342783,2012-10-19
912342784,2012-10-20
912342785,2012-10-20
912342788,2012-10-20
912342789,2012-10-20
912342790,2012-10-20
912342791,2012-10-20
912342792,2012-10-23
912342793,2012-10-24
912342794,2012-10-24
912342795,2012-10-24
912342796,2012-10-24
912342797,2012-10-26
912342798,2012-10-26
912342799,2012-10-26
912342800,2012-10-27
912342801,2012-10-28
912342802,2012-10-28
912342803,2012-10-31
912342804,2012-10-31
912342805,2012-10-31
912342806,2012-10-31
912342807,2012-10-31
912342808,2012-11-01
912342809,2012-11-02
912342810,2012-11-02
912342811,2012-11-02
912342812,2012-11-02
912342813,2012-10-20
912342814,2012-10-23
912342815,2012-10-27
912342816,2012-10-31
912342817,2012-11-01
912342818,2012-11-02
912342819,2012-11-02
912342820,2012-11-05
912342821,2012-11-05
912342822,2012-11-05
912342823,2012-11-05
912342824,2012-11-09
912342825,2012-11-09
912342826,2012-11-09
912342827,2012-11-10
912342828,2012-11-10
912342829,2012-11-10
912342830,2012-11-10
912342831,2012-11-10
912342832,2012-11-10
912342833,2012-11-11
912342834,2012-11-11
912342835,2012-11-11
912342836,2012-11-13
912342837,2012-11-13
912342838,2012-11-13
912342839,2012-11-13
912342840,2012-11-13
912342841,2012-11-14
912342842,2012-11-14
912342843,2012-11-14
912342844,2012-11-14
912342845,2012-11-14
912342846,2012-11-15
912342847,2012-11-15
912342848,2012-11-15
912342849,2012-11-15
912342850,2012-11-15
912342851,2012-11-15
912342852,2012-11-15
912342853,2012-11-16
912342854,2012-11-16
912342855,2012-11-16
912342856,2012-11-16
912342857,2012-11-16
912342858,2012-11-16
912342859,2012-11-16
912342860,2012-11-16
912342861,2012-11-16
912342862,2012-11-16
912342863,2012-11-16
912342864,2012-11-16
912342865,2012-11-16
912342866,2012-11-21
912342867,2012-11-21
912342868,2012-11-21
912342869,2012-11-21
912342870,2012-11-21
912342871,2012-11-21
912342872,2012-11-21
912342873,2012-11-21
912342874,2012-11-22
912342875,2012-11-22
912342876,2012-11-22
912342877,2012-11-22
912342878,2012-11-22
912342879,2012-11-22
912342880,2012-11-22
912342881,2012-11-23
912342882,2012-11-23
912342883,2012-11-23
912342884,2012-11-23
912342885,2012-11-23
912342886,2012-11-23
912342887,2012-11-23
912342888,2012-11-24
912342889,2012-11-24
912342890,2012-11-24
912342891,2012-11-24
912342892,2012-11-24
912342893,2012-11-24
912342894,2012-11-24
912342895,2012-12-12
912342896,2012-12-12
912342897,2012-12-12
912342898,2012-12-13
912342899,2012-12-13
912342900,2012-12-13
912342901,2012-12-13
912342902,2012-12-13
912342903,2012-12-13
912342904,2012-12-14
912342905,2012-12-14
912342906,2012-12-14
912342907,2012-12-14
912342908,2012-12-14
912342909,2012-12-14
912342910,2012-12-14
912342911,2012-12-14
912342912,2012-12-14
912342913,2012-12-15
912342914,2012-12-15
912342915,2012-12-15
912342916,2012-12-15
912342917,2012-12-15
912342918,2012-12-15
912342919,2012-12-15
912342920,2012-12-15
912342921,2012-12-15
912342922,2012-12-18
912342923,2012-12-18
912342924,2012-12-19
912342925,2012-12-19
912342926,2012-12-19
912342927,2012-12-19
912342928,2012-12-19
912342929,2012-10-12
912342930,2012-10-17
912342931,2012-10-31
912342932,2012-10-20
912342933,2012-11-13
912342934,2012-11-13
912342935,2012-11-14
912342936,2012-11-14
912342937,2012-11-15
912342938,2012-11-15
912342939,2012-11-15
912342940,2012-11-16
912342941,2012-11-16
912342942,2012-11-16
912342943,2013-01-17
912342944,2012-09-21
912342945,2012-10-20
912342946,2012-10-28
912342947,2012-10-18
912342948,2012-10-28
912342949,2012-10-28
912342950,2012-10-28
912342951,2012-10-28
912342952,2012-10-28
912342953,2012-10-27
912342954,2012-10-27
912342955,2012-10-27
912342956,2012-10-27
912342957,2012-10-27
912342958,2012-10-23
912342959,2012-10-24
912342960,2012-09-29
912342961,2012-09-29
912342962,2012-11-12
912342963,2013-03-13
912342964,2013-01-21
912342965,2012-11-06
912342966,2012-10-29
912342967,2013-01-03
912342968,2012-12-18
912342969,2013-01-19
912342970,2013-02-15
912342971,2013-02-15
912342972,2013-02-17
912342973,2013-03-08
912342974,2013-03-14
912342975,2013-03-15
912342976,2012-11-27
912342977,2012-11-29
912342978,2012-11-28
912342979,2013-01-08
912342980,2013-04-26
912342981,2013-04-19
912342982,2013-04-19
912342983,2013-04-20
912342984,2013-04-20
912342985,2013-04-19
912342986,2013-04-19
912342987,2013-04-19
912342988,2013-04-20
912342989,2013-04-19
912342990,2013-04-20
912342991,2013-04-20
912342992,2013-04-06
912342993,2013-04-07
912342994,2013-04-12
912342995,2013-04-12
912342996,2013-04-18
912342997,2013-04-19
912342998,2013-04-19
912342999,2012-11-26
912343000,2012-11-26
912343001,2013-04-10
912343002,2013-04-10
912343003,2013-04-10
912343004,2013-04-12
912343005,2013-04-20
912343006,2013-04-22
912343007,2013-04-22
912343008,2013-04-22
912343009,2013-04-22
912343010,2013-04-19
912343011,2013-04-19
912343012,2013-04-20
912343013,2013-04-20
912343014,2013-04-22
912343015,2013-04-22
912343016,2013-04-19
912343017,2013-04-20
912343018,2013-04-20
912343019,2013-04-19
912343020,2013-04-20
912343021,2013-04-19
912343022,2013-04-22
912343023,2013-04-22
912343025,2013-03-26
912343026,2013-03-26
912343028,2013-03-26
912343029,2013-03-27
912343030,2013-03-06
912343031,2013-03-06
912343032,2013-03-11
912343033,2013-03-11
912343034,2013-03-11
912343035,2013-03-11
912343036,2013-03-12
912343037,2013-03-12
912343038,2013-03-13
912343039,2013-03-13
912343040,2013-03-13
912343041,2013-03-20
912343042,2013-03-20
912343043,2013-03-20
912343044,2013-03-23
912343045,2013-03-23
912343046,2013-03-23
912343047,2013-03-25
912343048,2013-03-26
912343049,2013-03-26
912343050,2013-04-02
912343051,2013-03-06
912343052,2013-03-13
912343053,2013-03-20
912343054,2013-03-26
912343055,2013-03-28
912343056,2013-03-28
912343057,2013-04-16
912343058,2013-04-16
912343059,2013-06-11
912343060,2013-06-12
912343061,2012-08-29
912343062,2012-11-13
912343063,2013-06-15
912343064,2013-06-15
912343065,2013-06-15
912343066,2013-06-15
912343067,2013-07-05
912343068,2013-07-06
912343069,2013-07-06
912343070,2013-07-12
912343071,2013-07-13
912343072,2013-07-13
912343073,2013-07-17
912343074,2013-05-16
912343075,2013-05-26
912343076,2013-05-26
912343077,2013-05-31
912343078,2013-05-31
912343079,2013-06-01
912343080,2013-06-01
912343081,2013-05-20
912343082,2013-05-02
912343083,2013-06-01
912343084,2013-06-01
912343085,2013-05-16
912343086,2013-01-13
912343087,2013-01-19
912343088,2013-05-17
912343089,2013-05-17
912343090,2013-05-17
912343091,2013-05-17
912343092,2013-05-17
912343093,2013-05-17
912343094,2013-05-17
912343095,2013-05-17
912343096,2013-05-17
912343097,2013-05-17
912343098,2013-05-18
912343099,2013-05-18
912343100,2013-05-18
912343101,2013-05-18
912343102,2013-05-18
912343103,2013-05-18
912343104,2013-05-18
912343105,2013-05-18
912343106,2013-05-18
912343107,2013-05-18
912343108,2013-05-19
912343109,2013-05-19
912343110,2013-05-19
912343111,2013-05-19
912343112,2013-05-19
912343113,2013-05-19
912343114,2013-05-19
912343115,2013-05-19
912343116,2013-05-19
912343117,2013-05-19
912343118,2013-05-20
912343119,2013-05-20
912343120,2013-05-20
912343121,2013-05-20
912343122,2013-05-20
912343123,2013-05-20
912343124,2013-05-20
912343125,2013-05-21
912343126,2013-05-21
912343127,2013-05-21
912343128,2013-05-21
912343129,2013-05-21
912343130,2013-05-21
912343131,2013-05-21
912343132,2013-05-21
912343133,2013-05-22
912343134,2013-05-22
912343135,2013-05-22
912343136,2013-05-22
912343137,2013-05-22
912343138,2013-05-22
912343139,2013-05-22
912343140,2013-05-22
912343141,2013-06-02
912343142,2013-06-02
912343143,2013-06-02
912343144,2013-06-02
912343145,2013-06-02
912343146,2013-06-02
912343147,2013-06-02
912343148,2013-06-02
912343149,2013-06-02
912343150,2013-06-02
912343151,2013-06-02
912343152,2013-06-02
912343153,2013-06-04
912343154,2013-06-04
912343155,2013-06-04
912343156,2013-06-04
912343157,2013-06-04
912343158,2013-06-04
912343159,2013-06-04
912343160,2013-06-04
912343161,2013-06-04
912343162,2013-06-04
912343163,2013-06-04
912343164,2013-06-04
912343165,2013-06-05
912343166,2013-06-05
912343167,2013-06-05
912343168,2013-06-05
912343169,2013-06-05
912343170,2013-06-05
912343171,2013-06-05
912343172,2013-06-05
912343173,2013-06-06
912343174,2013-06-06
912343175,2013-06-06
912343176,2013-06-06
912343177,2013-06-06
912343178,2013-06-06
912343179,2013-06-06
912343180,2013-06-06
912343181,2013-06-06
912343182,2013-06-06
912343183,2013-06-06
912343184,2013-06-06
912343185,2013-06-07
912343186,2013-06-07
912343187,2013-06-07
912343188,2013-06-07
912343189,2013-06-07
912343190,2013-06-07
912343191,2013-06-08
912343192,2013-06-08
912343193,2013-06-08
912343194,2013-06-08
912343195,2013-06-08
912343196,2013-06-08
912343197,2013-06-08
912343198,2013-06-08
912343199,2013-06-10
912343200,2013-06-10
912343201,2013-06-10
912343202,2013-06-10
912343203,2013-06-11
912343204,2013-06-11
912343205,2013-06-11
912343206,2013-06-11
912343207,2013-06-11
912343208,2013-06-11
912343209,2013-06-11
912343210,2013-06-11
912343211,2013-06-11
912343212,2013-06-11
912343213,2013-06-11
912343214,2013-06-11
912343215,2013-06-12
912343216,2013-06-12
912343217,2013-06-12
912343218,2013-06-12
912343219,2013-06-12
912343220,2013-06-12
912343221,2013-06-12
912343222,2013-06-12
912343223,2013-06-12
912343224,2013-06-12
912343225,2013-06-12
912343226,2013-06-14
912343227,2013-06-14
912343228,2013-06-14
912343229,2013-06-14
912343230,2013-06-14
912343231,2013-06-14
912343232,2013-06-14
912343233,2013-06-14
912343234,2013-06-14
912343235,2013-06-14
912343236,2013-06-14
912343237,2013-06-14
912343238,2013-06-14
912343239,2013-06-14
912343240,2013-06-15
